ID,Description,Entry_ID,Comment,Grammar_Comment,Media_IDs,Semantic_Domain,Synonym,alt_translation2
SN005919,talk with one another,vamoromoroko_vatatana,,,,communication,,
SN005920,make soft,vamuraka,,,,physical properties,,
SN005921,make something soft; mash,vamuramuraka,,,,food & drink,,
SN005922,come later; follow; next,vamurina_1,The meaning and function of the prefix is unclear.,,,time,,
SN005923,back (the place or space behind somebody or something),vamurina_2,,,,spatial relations,,
SN005924,future,vamurina_3,,,,time,,
SN005925,follow someone; be second to somebody,vamurina_ki,,,,time,,
SN005926,"in peace, peacefully",vamurun,,,,social interaction,,
SN005927,"go out repeatedly (of a fire, lamp, etc.)",vamutemute,,,,fire,,
SN005928,together,van,pre-head adverb in the verb complex.,,,groups & collections,,
SN005929,(of coconuts) germinate leaves; grow geminated leaves,vana_1,,,4110a47548b1b1030279570629eb1aa3,plants ; growth,,
SN005930,young geminating coconut leaves,vana_2,,,68a6d86db1d6d41d179a519ec01e105c,plants,,
SN005931,"shoot a fish, a bird or some other animal with a bow and and arrow",vana_3,,,571ba320b34ef416ffe0a312ed97625e,unclassified,,
SN005932,knot in a bamboo stalk,vana_4,,,6590e019e004e51781dc52d7869d3cfc,plants,,
SN005933,shoot dead,vana_vamate,,,,unclassified,,
SN005934,plane (tool),vanaa_1,,,1896cfa264c2942838e2164cd4e452a3,tools & weapons,,
SN005935,plane something,vanaa_2,,,,unclassified,,
SN005936,me,vanaa_3,The clitic immediateness marker followed by the 1st person singular object pronoun,,,grammar,,
SN005937,chew betelnuts together,vanaanaha_1,,,,culture ; culture,,
SN005938,let somebody chew betelnuts; give somebody betelnuts to chew,vanaanaha_2,,,,social interaction,,
SN005939,betelnut chewing (custom),vanaanaha_3,,,,culture,,
SN005940,go in the opposite direction,vanaavihu,,,,spatial relations,,
SN005941,guest tree,vanai_1,,,7f09597269c7cfac8b89263042a56390 ; 3ec5b13574701a47efa9e3357e42b2c1,plants,,kleinhovia hospita
SN005942,outrigger beam; poles made from the vanai tree that are used to make the outrigger of a canoe,vanai_2,,,2db563ed5b16298c5907f75ad4cd73a1 ; 04d2fb56f899f298702045ec9e9882c1,boats & other means of transport,,
SN005943,blue,vanamanamana,,,87ce0c4034bc8f43abf5f85e6ca5077b ; fe57c9ddadd41e9de336bf62c4997312 ; 765b5758d81375fe76c4d88fee628692,colours & patterns,,
SN005944,taste something,vanaminamihi_ni,,,,consumption ; cognition,,
SN005945,(of many people) scared; afraid of doing something,vananaabu_1,,,,emotions,,
SN005946,be frightening,vananaabu_2,,,,emotions,,
SN005947,a long way; far away; from a distance,vananaoana,,,,spatial relations,,
SN005948,for a long time,vananaoana,,,,time,,
SN005949,far away from,vananaoana_kahi,,,,spatial relations,,
SN005950,fly around,vananaovo,,,,motion,,
SN005951,go (many people),vanao,,,,motion,,
SN005952,go (many times),vanaonao,,,,motion,,
SN005953,know about somebody or something,vanata_ni,,,,cognition,,
SN005954,know each other,vanatanata,,,,cognition,,
SN005955,know somebody or something,vanatanata_ni,,,,cognition,,
SN005956,be informed about something,vanatanata_ni,,,,communication,,
SN005957,shoot many animals with bow and arrow,vanavana,,,4cd49d4ddfbc7cfff77225c9a3aabbdc ; 571ba320b34ef416ffe0a312ed97625e,unclassified,,
SN005958,(of sugar cane) grow many bars,vanavanava,,,59e68cb2200b26cc5221856e03c96ba1 ; 2229053a3d3a08f9e746ffcfb423e5c8,growth,,
SN005959,shrub with a fragrant small,vane,,,b2be1f4a43a62c1e6f0676bb605af749 ; 852437de7433f6d8a637c2f58c1881e1,clothing & grooming ; plants,,
SN005960,adopt; care for an orphaned child,vaneagu_ni,,,,kinship,,
SN005961,pray,vaneanava,,,,communication,,
SN005962,babysit,vaneapo,,,,social interaction,,
SN005963,beautifully; diligently,vaneenesi,,,,evaluation,,
SN005964,diligently; nicely,vaneneesi,,,,evaluation,,
SN005965,forever; for good; for a long while,vaneovoi,,,,time,,
SN005966,hook of a fishing kite which is made of spider webs,vanima,,,,fishing,,
SN005967,hard stick which is rubbed against a soft piece of wood in order to produce fire,vanimatoa,,,de07d13bd6aa50295197e05353f6eae8,fire,,
SN005968,sling tied around one's feet when climbing a tree,vanipeniha,,,,tools & weapons,,
SN005969,use something to tie one's feet together in order to climb a tree,vanipeniha_ni,,,,unclassified,,
SN005970,call someone to go somewhere,vanohi,,,,communication,,
SN005971,summon someone,vanohi_ni,,,,communication,,
SN005972,handicapped,vanoho,"Perhaps <vanoho> is related to <noho> 'tie', but the meaning of the prefix <va-> would be unclear.",,,body & health,,
SN005973,pile things up,vanou,,,,transfer,,
SN005974,forget something or somebody,vanun,,,,cognition,,
SN005975,forgetful; negligent,vanuvanun,,,,cognition,,
SN005976,pouch; bag,vao,,,,containers,,
SN005977,pouch of a possum,vao,,,,"animals, mammals",,
SN005978,lay or put something somewhere,vaobete,,,641153a05a178bbd99625f3b4ffe444c,transfer,,
SN005979,put one's name in,vaobete_hena,,,,communication,,
SN005980,lay or put something into something else,vaobete_hopo,,,641153a05a178bbd99625f3b4ffe444c,transfer,,
SN005981,put something somewhere so that it blocks the way,vaobete_pina_ni,,,,transfer,,
SN005982,lay or put something on top of something else,vaobete_taono,,,,transfer,,
SN005983,lay something aside for somebody,vaobete_vaavaha_ki,,,,transfer,,
SN005984,put things in a row,vaobete_vararana,,,e978dda7512ebc13b911f77e030afc75,transfer,,
SN005985,put things in a row,vaobete_vararana_ni,,,,transfer,,
SN005986,put things together so that one thing lies on top of the other,vaobete_vatataunun,,,,transfer,,
SN005987,dark,vaoboto,meaning guessed,,,colours & patterns,,
SN005988,"cry in a group, for instance when mourning a dead person",vaogaoga,,,,emotions,,
SN005989,cry together over something or someone,vaogaoga_mi,,,,emotions,,
SN005990,further on; extremely; too,vaoha,"The adverb modifies verbs as in [Vae 01R 016], and adjectives as in [Joy 19W 058], [Sii 49W 077], and [Eno 16W 047].",,,spatial relations ; comparison,,
SN005991,suggest something,vaohi,"The intransitive verb <vaohi> is either constructed with a serial verb construction or direct speech, but not with a nominal direct object.",,,communication,,
SN005992,suggest something,vaohi_ni,,,,communication,,
SN005993,that over there,vaoi,,,,spatial relations,,
SN005994,load something,vaon,,,,transfer,,
SN005995,"disagree with one another, quarrel",vaopaopas,,,,communication,,
SN005996,oppose somebody,vaopaopas_me,,,,communication,,
SN005997,disagree on something,vaopaopas_suku,,,,communication,,
SN005998,"ceremony in which the sons of paramount chiefs are taken to forbidden, sacred places",vaopiopi,,,,culture,,
SN005999,leave a place deserted,vaopiopin,,,,motion,,
SN006000,wait for fire to have produced charcoals,vaorana,,,,fire,,
SN006001,"meat, fish and seafood, i.e. the ""good food""",vaorete,,,,food & drink,,
SN006002,"eat meat, fish or seafood together with sweet potatoes, taro, bananas or manioc",LX000064,,,,food & drink,,
SN006003,causing people to choke,vaorooroto,,,,body & health,,
SN006004,(of a child) stretch out the arms as a sign that one wants to be picked up,vaotaota,,,,body & health,,
SN006005,load many things,vaovaon,,,,transfer,,
SN006006,load things into something; pack things into something,vaovaon_hopo,,,,transfer,,
SN006007,bless somebody or something,vaovoi_1,,,,culture,,
SN006008,blessed,vaovoi_2,,,,culture,,
SN006009,blessed,vaovoi_3,,,,culture,,
SN006010,all the time,vaovoi_4,,,,time,,
SN006011,completely; without being divided,vaovosi,,,,quantification,,
SN006012,down to the bottom; deep,vapaana_1,,,,spatial relations,,
SN006013,underwear,vapaana_2,,,,clothing & grooming,,
SN006014,work together,vapaapaku_vatatana,<vapaapaku> is a variant form of <vapakupaku>. It is only found in the quotation Vos 01R(Vos).120,,,social interaction,,
SN006015,go arm in arm,vapaaparu,,,,social interaction,,
SN006016,go arm in arm with somebody,vapaaparu_me,,,,social interaction,,
SN006017,fill up a hole with earth,vapae_ni,,,c1a4187a1aa6e2b38f33601913751c04,agriculture,,
SN006018,cross over from somewhere,vapahana_kahi,,,06c875f819df5f13f8c295a6775f5eed,motion,,
SN006019,(of insects) grow wings,vapakapaka_1,,,,"growth ; animals, insects",,
SN006020,grow leaves,vapakapaka_2,,,,growth ; plants,,
SN006021,dress (somebody) up,vapaku_1,,,,clothing & grooming,,
SN006022,decoration,vapaku_2,,,,clothing & grooming,,
SN006023,dress up with something,vapaku_ni,,,,clothing & grooming,,
SN006024,wrestle,vapakupaku,,,,social interaction,,
SN006025,struggle with something,vapakupaku_mi,,,,unclassified,,
SN006026,tie something (a string or rope) somewhere,vapampam_ni,,,,unclassified,,
SN006027,share a boundary with,vapana_mi,,,,environment,,
SN006028,like greens; greenish,vapaopao,,,,colours & patterns,,
SN006029,difficult to reach,vapapario,,,,spatial relations,,
SN006030,put two things together,vapara_1,,,,transfer,,
SN006031,partner,vapara_2,,,45d621607992162b9be535d76b7f808b,persons,,
SN006032,your (pl.) partner,vaparameam,,,,persons,,
SN006033,twinkle,vaparapara,,,,unclassified,,
SN006034,get too much of something,vaparaparaa_ni,,,,quantification,,
SN006035,black,vaparu,,,c838616bff1185ac2d9c5ba54651ec29,colours & patterns,,
SN006036,carry in the arms; hold in the arms,vapate,,,,transfer,,
SN006037,change clothes,vapau_1,,,,clothing & grooming,,
SN006038,change of clothes,vapau_2,,,,clothing & grooming,,
SN006039,exchange something,vapaupau,,,,social interaction ; culture,,
SN006040,exchange something with someone,vapaupau_mi,,,,social interaction,,
SN006041,go in pairs,vapavapara,,,,social interaction,,
SN006042,together (in one place),vapeepeha_1,,,,groups & collections,,
SN006043,climb together,vapeepeha_2,,,,motion,,
SN006044,put something together (with something else),vapeepeha_mi,,,,transfer,,
SN006045,splash water (on someone); perform the water-splashing ritual,vapeepeo,,,,culture,,
SN006046,grow many branches or tubers,vapepeana_1,,,008bb83429bc00cb087d2e0c9cb8700d,growth,,
SN006047,preoccupy; keep somebody busy; give someone something to do,vapepeana_2,,,,unclassified,,
SN006048,unable to properly pronounce the R,vaperam,,,,communication,,
SN006049,green,vapereperee,,,308fa8cd0001afee072ad77dc50c4b03,colours & patterns,,
SN006050,burst into laughter,vapihan,,,,emotions,,
SN006051,make something covered with sores,vapiipii,,,,body & health,,
SN006052,"in a dishonest way, in a cheating way",vapipiku,,,,social interaction,,
SN006053,dance the piuvu dance in a group,vapipiuvu,,,,culture,,
SN006054,bundle (of taro tops),vapirisi,,,,agriculture,,
SN006055,taro shoots,vapirisi_muu,,,c47979b827f89fb6d9e18284ba1efd30,plants,,
SN006056,fat (property of persons and pigs),vapogara,,,,body & health,,
SN006057,heavy,vaponisi,,,,emotions,,
SN006058,tightly; inaccessibly; safely,vapoosu,,,,unclassified,,
SN006059,come in big waves,vapopoha,,,,motion,,
SN006060,attach something (e.g. a feather) somewhere,vapopoto,The primary object refers to the place and the secondary object to the theme.,,,transfer,,
SN006061,stick something long and flexible somewhere,vapopoto_ni,,,,clothing & grooming ; fishing,,
SN006062,with a loud noise,vaporo,,,,sound,,
SN006063,be a bit shy,vapotepote,,,,emotions,,
SN006064,fight,vapupuana,,,,social interaction,,
SN006065,let someone get wet,vapuripurihi,,,,unclassified,,
SN006066,be the basis,vapusuna,,,,unclassified,,
SN006067,on the ground,vaputaa,,,,spatial relations,,
SN006068,make something smooth,varaaramun,,,,unclassified,,
SN006069,sort out; discuss,varaarare,,,,communication,,
SN006070,decide on,varaarare_ni,,,,communication,,
SN006071,"in advance, well ahead, before something happens",varaba,,,,time,,
SN006072,(of nuts) pile,varae,,,,groups & collections,,
SN006073,attracting attention by coughing or clearing the throat,varahana,,,,sound ; communication,,
SN006074,walk in a line,varahi,,,,motion,,
SN006075,walk in a line with; have in tow,varahi_me,,,,motion,,
SN006076,pull something back and forth,varahirahi_ni,,,3d16de308621b82d0d3ad52d1a76ee9f,transfer,,
SN006077,dry something,varaka,,,,unclassified,,
SN006078,leave something to someone,varakaha_ki,,,,transfer,,
SN006079,leave (place); abandon something; let someone go,varakaha_ni,,,,motion,,
SN006080,lean on something,varakepe,,,,body & health,,
SN006081,like each other,varakerake,,,,emotions,,
SN006082,small tree growing on the beach,varamata,,,cc5e79ab35abf17315a8b1b58e62560d,plants,,
SN006083,line; row,varana,,,c7e75757a340deab80f2c38aaef0d9b2,spatial relations,,
SN006084,beat around,varapirapisi,,,,unclassified,,
SN006085,beat around with something,varapisi_ni,,,,unclassified,,
SN006086,line up; stay in a line,vararana_1,,,,position,,
SN006087,row,vararana_2,,,,spatial relations,,
SN006088,line up and block the way,vararana_pina,,,b62b107bd72279e8eeddd11d6f442ea8,motion,,
SN006089,of the jungle,varasuu,,,,grammar,,
SN006090,shoulder,varavara,Only attested in alienable possessive constructions.,,,body & health,,
SN006091,hide; hidden; hide something or someone; keep something secret,varavihi_1,,,,perception,,
SN006092,hidden; in hiding; secretly,varavihi_2,,,,unclassified,,
SN006093,hidden place,varavihi_3,,,,unclassified,,
SN006094,hide from something; be protected against something,varavihi_kahi,,,,unclassified,,
SN006095,hide from somebody,varavihi_ki,,,,unclassified,,
SN006096,lose sight of a place,varavihi_ni,,,,perception,,
SN006097,heap something up,varavun_ni,,,,transfer,,
SN006098,squash,varavuravu,The simple form <ravuravu> is not attested in the corpus,,,unclassified,,
SN006099,with disgust; disgusted; begrudgingly,vareasi,,,,emotions,,
SN006100,awfully (expressing emphasis),vareasi,,,,,,
SN006101,humbly; please (in commands),vareko_1,,,,social interaction,,
SN006102,quite,vareko_2,,,,unclassified,,
SN006103,(with negations) at all; never,vareko_2,,,,,,
SN006104,dislike each other; be jealous of each other,varereasi,,,,emotions,,
SN006105,shed blood somewhere,varerevasin,,,,body & health,,
SN006106,"be promiscuous, fornicate",varevaren_1,,,,social interaction,,
SN006107,adultery,varevaren_2,,,,social interaction,,
SN006108,midrib of a sago palm leaf,varigi,,,,plants,,
SN006109,fish with nets,varigomo,,,47b3c7695ccd6686e3f78641c7fb0b40,fishing,,
SN006110,brother-in-law who is a taboo person for the mother and the sister(s) of the wife,varihi,,,,kinship,,
SN006111,hug each other,variporipoto,,,,social interaction,,
SN006112,hug each other,varipoto,,,,social interaction,,
SN006113,middle,varirovana,,,,spatial relations,,
SN006114,put into the sun to dry,varoava,,,14e827cb3011df046e7b6eca7fa282a7 ; 4596eb09bb19dc45a6b8bfdffc96a3d0,plants,,
SN006115,(of galip nuts) dry up,varokii_1,,,,physical properties,,
SN006116,shell of galip nut,varokii_2,,,,plants,,
SN006117,cut in half,varom_ni,,,,cutting,,
SN006118,staple something; stack up something,varomo,,,,transfer,,
SN006119,put something together; stack together,varomo_ni,,,,transfer,,
SN006120,rush,varopuropu,,,,motion,,
SN006121,grab for something,varopuropu_ni,,,,unclassified,,
SN006122,sunbathe,varoroava,,,,body & health,,
SN006123,silently; quietly; without making noise,varoroomi,,,,sound ; communication,,
SN006124,fleeing; in escape,varosin,,,9b0cb88d5e716b7dbcfaf7890ee50461 ; 0bec07ba638308fcf210c7fa90da6587,motion,,
SN006125,run back and forth trying to flee from somebody or something,varosirosin_kahi,,,,motion,,
SN006126,"tie something up to be carried somewhere, strap something up (e.g. a backpack)",varoto,,,,unclassified,,
SN006127,disappearing; losing sight of,varova,,,,perception,,
SN006128,stack up,varovaromo,,,,transfer,,
SN006129,stack up,varovaromo_ni,,,,transfer,,
SN006130,pack up,varovaroto,,,,unclassified,,
SN006131,become invisible,varovarova,,,,perception,,
SN006132,weapon,varu,,,205fb90a8a34b95977015d7d4468a0c5,tools & weapons,,
SN006133,axe handle,varu_toraaraa,,,,tools & weapons,,
SN006134,add water to something,varuruene,,,,transfer,,
SN006135,easy,varuruva,,,2db563ed5b16298c5907f75ad4cd73a1,unclassified,,
SN006136,easier than something else,varuruva_kahi,,,,comparison,,
SN006137,easy for someone to do,varuruva_ki,,,,unclassified,,
SN006138,bathe; have a bath,varuruvu,,,,body & health,,
SN006139,make something small,varutaa_1,,,,dimensional properties,,
SN006140,smaller,varutaa_2,,,0796abc3d1775cc8a546776711974d50 ; c2bffe4a0bfe141a5e0d5cd15130cecd,dimensional properties ; comparison,,
SN006141,respectfully,varutaa_3,,,,communication,,
SN006142,reduce something to small pieces,varutarutaa_1,,,,dimensional properties,,
SN006143,bit by bit,varutarutaa_2,,,,quantification,,
SN006144,rafter (of a house),varuvaru_1,,,,house,,
SN006145,put up rafters; use something as rafters for a house,varuvaru_2,,,5f0d2f646aa949d29d61f14852429789,house ; transfer,,
SN006146,reduce something to small pieces,varuvarutaa,,,,dimensional properties,,
SN006147,quickly,vasaku,,,,time,,
SN006148,hopp around,vasegesege,,,,motion,,
SN006149,eat something with scraped pieces of coconut,vasibao,,,,consumption,,
SN006150,limping; hopping on one leg,vasige,,,,body & health ; motion,,
SN006151,hopp on one leg,vasigesige,,,,motion,,
SN006152,have many sprouts,vasigosigooru,,,,growth,,
SN006153,a bit,vasiihum,,,,quantification,,
SN006154,bathe regularly,vasiisisibu,,,,body & health,,
SN006155,diligently; of good quality,vasimura,,,,evaluation,,
SN006156,hug somebody,vasin,,,,social interaction,,
SN006157,chant a specific chant during a funeral,vasinasinakae,,,,culture,,
SN006158,play a game of splashing around,vasipau,,,,social interaction,,
SN006159,have a wash; bathe,vasisibu,,,,body & health,,
SN006160,carefully; cautiously; gently,vasisio_1,,,,unclassified,,
SN006161,respected; carefully handled,vasisio_2,,,,unclassified,,
SN006162,respect,vasisio_3,,,,culture,,
SN006163,respect someone or something,vasisio_ni,,,,emotions ; culture,,
SN006164,inspect; visit,vasisira,,,,perception,,
SN006165,examine something,vasisira_ni,,,,perception,,
SN006166,bury oneself into the sand,vasivuhu,,,0796abc3d1775cc8a546776711974d50 ; c2bffe4a0bfe141a5e0d5cd15130cecd,motion,,
SN006167,stone,vasu,,,,environment,,
SN006168,Raw Stone; a special kind of stone that we could not identify,vasu_peree,,,0372b8e6ed101bbd86aca1dc6b080bd1,environment,,
SN006169,flat rock in the sea,vasu_raatana,,,,environment,,
SN006170,be all over overgrown with weeds,vasubusubui,,,,growth ; agriculture,,
SN006171,quarrel; argue,vasue,,,,communication,,
SN006172,argue because of something,vasue_suku,,,,communication,,
SN006173,say something to each other; discuss something,vasuesue_ni,The applicative marker is missing when the verb is followed by direct speech.,,,communication,,
SN006174,hate each other; despise each other,vasugasugaa,,,,emotions,,
SN006175,until one arrives somewhere; until a particular date,vasuguna,,,,time,,
SN006176,end something,vasugusuguna,,,,unclassified,,
SN006177,kind of coral,vasukare,,,2b4292afedbf1649a8fb90292de0c891,environment,,
SN006178,grow many suckers/shoots all over the place,vasunasunaha,,,,growth,,
SN006179,raw stones,vasuperee,,,0372b8e6ed101bbd86aca1dc6b080bd1,environment,,
SN006180,jump around; (of the heart) beat very fast (e.g. when someone is nervous),vasupesupe,,,,emotions,,
SN006181,sprout; grow new leaves all over,vasupisupi,,,,growth,,
SN006182,turn something upside down,vasuruvu,,,8bdd30b8980aaf94ea6556e5b0d510ec ; c45d88ba604ac9f6ee406b860c1c7663,spatial relations ; food & drink,,
SN006183,truly; in the right way,vasuuna,,,,evaluation,,
SN006184,as a chief; like a chief,vasuunano,,,,unclassified,,
SN006185,say,vasuusue,,,,grammar,,
SN006186,small drummer,vasuvasu_1,,,,"animals, fishes",,Kyphosidae
SN006187,full of stones; rocky,vasuvasu_2,,,,environment,,
SN006188,full of stones; stony; rocky,vasuvasuana,,,,environment,,
SN006189,weapon,vasuvasuasun,,,,tools & weapons,,
SN006190,show someone something,vataaree_1,,,,communication,,
SN006191,become visible,vataaree_2,,,,perception,,
SN006192,show something,vataaree_ni,,,,unclassified,,
SN006193,turn around (and go),vatabin,,,,motion,,
SN006194,wriggle,vatabitabin,,,,motion,,
SN006195,bottom,vataena,,,,spatial relations,,
SN006196,sum of a calculation,vataena,,,,cognition,,
SN006197,heal someone,vatagae,,,,body & health,,
SN006198,"make somebody or something beautiful, decorate somebody or something",vatagi,,,,clothing & grooming,,
SN006199,use something as a make-up,vatagi_ni,,,,clothing & grooming,,
SN006200,go often into the jungle,vatagitagihu,,,,motion,,
SN006201,clean something; keep something clean,vatahavi_1,,,,unclassified,,
SN006202,cleanly,vatahavi_2,,,,unclassified,,
SN006203,blame each other,vatahitahi_sue,,,,communication,,
SN006204,(of many people) move,vatahuka,,,,motion,,
SN006205,until dawn,vatakaha,,,,time,,
SN006206,lift a cover,vatakapa,,,,unclassified,,
SN006207,collapse over somebody or something,vatakapusu_taono,"The form <vatakapusu> seems to be analysable as <va-ta-kapusu> CAUS-ACAUS-kapusu. However, the form <kapusu> is not attested in the corpus",,,unclassified,,
SN006208,sad; sadly; with sadness,vatamaka,,,,emotions,,
SN006209,leave something for later use,vatamari_1,,,,unclassified,,
SN006210,for later use,vatamari_2,"The adverb <vatamari2> is only attested in the construction <tei vatamari>. Since this construction and its head <tei> are intransitive, <vatamari2> has to be interpreted as an adverb.",,,unclassified,,
SN006211,savings,vatamari_moonii,,,,economics,,
SN006212,bitterly,vatamatamaka,,,,emotions,,
SN006213,make flexible,vatamee,,,,unclassified,,
SN006214,put out nets in a row,vatanaa,,,,fishing,,
SN006215,put out nets and prevent the fish from swimming away,vatanaa_pina,,,,fishing,,
SN006216,starting; in the beginning,vataneo,,,,unclassified,,
SN006217,first; begin to happen,vatanetaneo,,,,unclassified,,
SN006218,first,vatantaneo,,,,unclassified,,
SN006219,gather,vataotaonun,,,,motion,,
SN006220,clap hands or wings,vatapatapana,,,,body & health,,
SN006221,exchange someone or something,vatapau_1,,,,transfer,,
SN006222,switch; swap; trade (duties),vatapau_2,,,,social interaction,,
SN006223,change of clothes,vatapau_3,,,,clothing & grooming,,
SN006224,exchange something; trade something for something else,vatapau_ni,,,,transfer,,
SN006225,grow many blossoms,vatapotaporohi,,,257b7449f4a6554c79e60af9c818c003,growth ; plants,,
SN006226,make the pus come out,vatapuhaka,,,,body & health,,
SN006227,flat on one's back,vataraa,,,,body & health,,
SN006228,on its outside,vataraa,,,,,,
SN006229,watch somebody or something many times,vataratara_me,,,,perception,,
SN006230,curled up,vatarigun,,,ee0b77dd72ff771cd373357c2db0bf3f,unclassified,,
SN006231,shake hands with someone,vatasu_kurina_mi,,,,social interaction,,
SN006232,hit each other; touch each other,vatasu_vatatana,,,,unclassified,,
SN006233,beat; thump,vatasutasu,,,,unclassified,,
SN006234,openly,vatataaree,,,,social interaction,,
SN006235,listen and answer,vatatainana_1,,,,communication,,
SN006236,keep looking back (to see something),vatatainana_2,,,,cognition,,
SN006237,"play a game with tako nuts (nuts of the Alexandrian laurel tree), in which you jiggle two tako nuts, making a clapping sound by hitting them in your hands against a bokii shell that you hold in one hand",vatatako,,,,unclassified,,
SN006238,meet each other,vatatana_1,,,,social interaction,,
SN006239,each other; with one another; together,vatatana_2,"Instead of classifying <vatatana> as an adverb, it could be classified as a serial verb, though the meaning 'meet each other' is reduced to 'each other' in the serial verb construction.",,,social interaction,,
SN006240,meet with; be faced with; become aware of,vatatana_me,,,,cognition,,
SN006241,gather; come together,vatataonun,,,,groups & collections,,
SN006242,piece of a story,vatatate,,,,communication,,
SN006243,meet,vatataunun,,,,social interaction,,
SN006244,incision,vatavatava_1,,,,culture,,
SN006245,undergo the scarring ceremony,vatavatava_2,,,273650683599aa5b343ca318c7b2ba4f,culture,,
SN006246,go around; come around (many places),vataviri_1,,,,motion,,
SN006247,in a circle,vataviri_2,,,,spatial relations,,
SN006248,go around with someone or something,vataviri_me,,,,motion,,
SN006249,go around with someone or something,vataviri_mi,,,,motion,,
SN006250,let somebody go out,vatavusu,,,,transfer,,
SN006251,cause; prodice,vatavusu,,,,,,
SN006252,develop into something,vatavusu,,,,,,
SN006253,backpack,vatee_1,only used as the head of endocentric compouunds,,,containers,,
SN006254,carry something in a backpack,vatee_2,only used as the head of endocentric compouunds,,,transfer,,
SN006255,carry greens in a backpack somewhere,vatee_paapao,,,,transfer,,
SN006256,bring someone greens in a backpack,vatee_paapao_ki,,,,transfer,,
SN006257,backpack with banana suckers,vatee_sunaha,,,,containers,,
SN006258,"traditional backpack in which women carry food, clothes, etc.",vateen_1,,,c7e992879c64862e380d5ecd5337527b ; a99f33a66ac2d6a6684d9d8a9ffb0442,containers,,
SN006259,put on a backpack; carry a backpack; carry in a backpack,vateen_2,,,a99f33a66ac2d6a6684d9d8a9ffb0442 ; 2c793ffddfb13793028c4e09eaba2d9b,transfer,,
SN006260,put on a backpack,vateen_a_vateen,,,f1d7506198c15eeae77ffbd7ae92f46a,transfer,,
SN006261,use something for strapping up the backpack,vateen_ni,,,613f1304d4e54ebd9452c6ba3076debb,transfer ; unclassified,,
SN006262,carry something in a backpack into the jungle,vateen_tagihu,,,,transfer,,
SN006263,carry something home in a backpack,vateen_voosu,,,,transfer,,
SN006264,hovering,vateretereree,,,db36010cc1fb246d63d04719b28c1cb5,motion,,
SN006265,chase a person or an animal,vatete,,,,unclassified,,
SN006266,run after something into something,vatete_hopo,,,,motion,,
SN006267,chase someone or an animal into something,vatete_hovo,,,,unclassified,,
SN006268,upper ridgepole,vatetekoio,,,,house,,
SN006269,backpacks,vatevateen_1,,,,containers,,
SN006270,carry many things in backpacks,vatevateen_2,,,,food & drink ; transfer,,
SN006271,chase,vatevatete,,,,unclassified,,
SN006272,kind of spider,vatoiasi,,,,"animals, unclassified",,
SN006273,kneel down,vatokono,,,,body & health,,
SN006274,bend (the knees),vatokono_ni,,,,body & health,,
SN006275,kind of grasshopper,vatokoo,,,,"animals, insects",,
SN006276,get the traditional piercing,vatokoro,,,,body & health ; culture,,
SN006277,puzzled; confused,vatoku,,,,cognition,,
SN006278,unsure; not know how to solve a problem,vatokutoku,,,,cognition,,
SN006279,not know something,vatokutoku_ni,,,,cognition,,
SN006280,tight,vatomanin,,,,physical properties,,
SN006281,orange (colour),vatomtomon,,,9609bb676649be65cb6cb4bc5c4a0aef,colours & patterns,,
SN006282,stick to something,vatopo,,,,unclassified,,
SN006283,"straight; clearly; correctly; directly, exactly",vatotobin,,,,spatial relations,,
SN006284,"distribute something; share something (bride price, food) with somebody",vatotoena_1,,,,transfer,,
SN006285,special,vatotoena_2,,,,unclassified,,
SN006286,share something,vatotoena_ni,,,,social interaction,,
SN006287,put a child on top of the backpack and carry it home,vatotoka_voosu,,,,transfer,,
SN006288,join two things together,vatotomo,,,,transfer,,
SN006289,stretch out to relieve the body when one is ill,vatototo,,,,body & health,,
SN006290,cool,vatovuhu,,,,unclassified,,
SN006291,kind of spider,vaununmana,,,,"animals, unclassified",,
SN006292,go through the boys' initiation,vaupee,,,,culture,,
SN006293,remember or think of many things or many people,vaupeupehe_1,,,,cognition,,
SN006294,thoughts,vaupeupehe_2,,,,cognition,,
SN006295,remember or think of many things or many people,vaupeupehe_ni,,,,cognition,,
SN006296,visit each other regularly,vaupuupu,,,,social interaction,,
SN006297,deplorable; miserable,vauruuru,,,,emotions,,
SN006298,love each other,vauruuru_vatatana,,,,emotions,,
SN006299,dress someone (with something); decorate someone (with something),vauvuuvu,,,,clothing & grooming,,
SN006300,rest one's head on something,vavaaenasun,,,,house ; body & health,,
SN006301,cause someone to get something (repeatedly),vavaagono,,,,unclassified,,
SN006302,herringbone pattern of plaited bamboo-walls,vavaagoroho,,,f67671d46a33c3d179aabb0268243f39 ; b2a3c431cc9679b20d116602c832c481,house,,
SN006303,meet,vavaagum,,,,social interaction,,
SN006304,drop something; let something down,vavaagunaha,,,79e67cd15d3a1162dcbad1518a8a9ae1,transfer,,
SN006305,pick people up; take people on board; load something,vavaahae,,,,transfer,,
SN006306,let people dance,vavaahagi,,,,unclassified,,
SN006307,hang things up,vavaahana,,,,body & health,,
SN006308,hunt pigs,vavaahiipi,,,,unclassified,,
SN006309,hunt pigs,vavaahipi,,,,unclassified,,
SN006310,give somebody the hiroo soup to drink,vavaahiroo,,,,food & drink,,
SN006311,greedy person,vavaahisi,,,,emotions,,
SN006312,breastfeed many times,vavaahuhu,,,8035fae2ebe9299d6f15e6158cee9056,body & health,,
