ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Sense_IDs
XV009224,tio,Tara tea kuruu to paa vavenu vuru tea bon. A kuruu a vavenu.,,,Look at the snake that has shed its skin last night. The snake has shed its skin.,,,Sii 2008W 107-108,SN006384
XV009225,tio,"meori paa koa ni bona bua sii kae tenam teo kasuana, meori vavereverete ni bari.",,,and they poured out our two little bags on the ground and turned them over and over again.,,,Pur 02E(Eno) 079-080,SN006386
XV009226,tio,Me vavereverete ni bono pusu biae.,,,And (he) turned and turned the trochus-shell.,,,Pur 05E(Eno) 028,SN006386
XV009227,tio,mutanae komanae hata komana vai mepaa nao tea vavevees.,,,her husband became suspicious and (he) went to spy.,,,Ata 01R 029-030,SN006388
XV009228,tio,mepaa vamurina nao a otei tea vaveveesi.,,,the man followed (her) to spy.,,,Ata 01R 035,SN006388
XV009229,tio,"Goe ta vavihoka, ean na vapeo nom.",,,"Don't whistle, you are making (too much) noise.",,,SiiSen 2009W 007,SN006390
XV009230,tio,"meori nohonoho bari meori mee bata mi rori bari teo toro, e Minista he vavihoka.",,,"and they tied him up, and while they were taking him to the ship, the Minister whistled.",,,Sii Ond 01W 044-045,SN006390
XV009231,tio,"A mono te keara tenaai, a mono te vavinanaai.",,,"This is a wrapper for my brother, this is a wrapper for my sister. (said by a boy)",,,Aro 05R 034,SN006392
XV009232,tio,Na kikira na bona inu tere vavinanae.,,,(She) was looking after her brother's house.,,,Pur 02R(Pur) 163,SN006392
XV009233,tio,A bua tom vavinana na hio rori kasuana.,,,Brother and sister are sitting on the beach.,,,SaoSen 01W 065,SN006393
XV009234,tio,Enam koa a buaku to tii nom ei ae a buaku a vavinanaa.,,,There are only two of us alive today and my two sisters as well.,,,Rum 01R 273,SN006394
XV009235,tio,Meori paa vaviravira.,,,And they gathered.,,,Mor 03R 013,SN006395
XV009236,tio,A meha papana he na tei vavisovisoasi koari eori he o karahu kurus.,,,"The others act like young boys, they are very lazy.",,,SiiSen 01W 855,SN006396
XV009237,tio,"Tabae, a moonii nomana to use vai niara nomana, tea vavonvon taba.",,,"Because, money today is what we use today, to purchase things.",,,Vos 01R(Vos) 353-354,SN006397
XV009238,tio,"Ean to kahi momohu nom tea vavonvon,",,,"You´ll be the one to lead the bride price ceremony,",,,Bus 02R(Bua) 131,SN006398
XV009239,tio,Ore paa paku koa bono paku vaa tea vavonvon.,,,"So, they just do the feast of the bride price.",,,Daa 01R 131,SN006398
XV009240,tio,tea tabae a moon paa vavovohu vamatamataa kurus nau .,,,because the woman had made herself look very nice with a belt.,,,Aro 11E(Eno) 038,SN006399
XV009241,tio,"Vavovohu ori bona maa vavovohu vaa vaan, a kara kuriri, ae amaa taba vaa avuavuhu.",,,"They put on her traditional belts, shell money strings and fragrant things.",,,Iar 02E(Eno) 051,SN006399
XV009242,tio,"Mepaa naovu gunaha maa me ma vii vavuhu bona bua moonae tea veoveo,",,,And she flew down and stabbed her two claws into the ground of the village square.,,,Aro 04E(Eno) 127-128,SN006400 ; SN006479
XV009243,tio,O kehaa bona na vavuhuvuhu batana teo kakaamuru vaa kasuana.,,,This shellfish digs itself into the white sand of the beach. (i.e. the Moon Shellfish),,,Sii 45W(Joy) 064,SN006401
XV009244,tio,"Mosono saka o naono haana, saka pura hiava vaa teo naono haana. Evehee na vavunavuna koana.",,,"The mosono fern is not a tree, it does not grow high like a tree. But it only grows in clumps.",,,Aro Sha Joy 01W 086-087,SN006402
XV009245,tio,Mea peha otei paa nomaa vavura Australia.,,,And a man came all over the way from Australia.,,,Pur 01E(Joy) 225,SN006403
XV009246,tio,Havee to tei vavura nana a vaan te Bukimeasun?,,,How far is Bukimeasun's village? (Where (is it) that Bukimeasun's village stays far away),,,Nah 02E(Eno) 041,SN006403
XV009247,tio,Menam paa vavuravurahe teebona.,,,And we found each other there.,,,Joy 14W 031,SN006404
XV009248,tio,"O heehena na teitei batana teo kahoo, eove o hum to vavuriha kaakoo nana a iana",,,"The gills are in the head, it is the part where the fish breathes through.",,,Jub 02W 009-010,SN006405
XV009249,tio,E bubuu na tagava roho bono naono mepaa vavurun vahaa maa.,,,Granny cut a tree and it grew again.,,,fieldnotes Jub 2012 003,SN006406
XV009250,tio,"mepaa boha voen, ""Katei! O karuu tean vavuvua vabeera ta!""",,,"and said, ""Goodness! Your nut tree bears big nuts!""",,,Vae 01E(Eno) 053,SN006408
XV009251,tio,"Mepaa kikira ni bona meve beera komana, me vavuvua.",,,And (he) looked after it and it became bigger and bigger and bore fruit.,,,San 01E(Eno) 065,SN006408
XV009252,tio,A kaakau na vavuvuana nana.,,,The cocoa (tree) is full of fruit.,,,SiiSen 01W 866,SN006409
XV009253,tio,Enaa na mararae nom ei kou na vavuvuana a kaakau tenaa.,,,We are happy because our cocoa (tree) is full of fruit.,,,SiiSen 01W 867,SN006409
XV009254,tio,Enaa ve toro nao.,,,I must go.,,,"Pur 05R 050,",SN006411
XV009255,tio,"Tea popo tean ve, ean na tara roho amaa saenis amaa beera sana.",,,"During your lifetime, you have seen very big changes.",,,Rum 01R 382,SN006411
XV009256,tio,paa baitono vakavara ve,,,he had finished listening,,,Tah 05R 066,SN006412
XV009257,tio,Meori paa veana kurusu tea kapee binubinu bari.,,,And they became very exhausted by carrying him around.,,,Skae 02W 088,SN006413
XV009258,tio,"A beiko a ponoto bara paa beerau mee, meara na veana rae tea kapee binubinu.",,,"The child is fat and also has grown up, and we are exhausted by carrying him around.",,,Skae 02W 091-092,SN006413
XV009259,tio,"Enaa he veana a kiu vai, ...",,,"When I felt not qualified for this work, ...",,,Sii Eno 01W 057,SN006413
XV009260,tio,O naono vai na pura nana komana maa veava.,,,This tree grows in the jungles.,,,Joy 19W 138,SN006414
XV009261,tio,A veava eve a rasuu vai a beera bara rasuu vai saka bin kiu ori mene neba kakau ge a mohina.,,,The virgin bush is a big bush that has not been cleared to plant cocoa or a garden.,,,Jan 02W 034,SN006414
XV009262,tio,A si otei paa veavea koa.,,,The man became exhausted.,,,Aro 07E(Eno) 093,SN006415
XV009263,tio,Me Matakehoo peana sun veavea nana.,,,and Matakehoo was standing there exhausted.,,,Viv 01E(Eno) 123,SN006415
XV009264,tio,enam kou paa veavea ni mau a nao vai a bebeahu,,,because we were too exhausted from this long trip,,,Mah 13E(Eno) 088,SN006416
XV009265,tio,O vedoro o purupuru vaa vaan. Na vuavua nana. O vua nae na beera potee nana bona are. Na nibunibusu riori ore paa ibun bari. Tea maa hagi ore paa vaahana bari kuririori ae mooriori.,,,The vedoro (palm fern) is used as a decoration in the village. The vedoro bears nuts. Its nuts are as big as the betelnuts. They make holes into the vedoro nuts and put them on a string. At the dances they hang them on their arms and legs.,,,Sii 15W 183-187,SN006417
XV009266,tio,"Ean pahi vee, tabae ean a beera.",,,"You (do it), because you are older.",,,Mom 01E(Joy) 034,SN006418
XV009267,tio,Venoo. O kehaa vai o beera. O giroas no veenoo na rahirahi gogooravi bara kakaavoo batana. A kosi nae he na paru nana.,,,"Chambered Nautilus. This shell is big. (As for) the colour of the Chambered Nautilus, (it) has red and white stripes. But its end is black.",,,Sii 45W(Joy) 285-288,SN006420
XV009268,tio,Veesi vamataa vai nao paana vasu.,,,He looked properly under the stone.,,,Primer 05W:51c,SN006421
XV009269,tio,eori he tea veesi bata nao bona sinivi,,,while they were looking at the canoes,,,Sii 06RG 298,SN006421
XV009270,tio,"tea veesi vakokona maa tae to oga na (a) beiko,",,,"to peep (and) find out what the baby was crying of,",,,Aro 06R 062,SN006421
XV009271,tio,Kisi amaa sikiri mene huha bara mene veeveo.,,,Tie the midribs together for sewing (the sago palm thatch) and for brooms.,,,Sii 17W 111,SN006422
XV009272,tio,Tobina vaaveo.,,,In the middle of the village square.,,,SiiSen 01W 674,SN006423
XV009273,tio,"A NaaKahi to paa voosu meori paa kom bona veeveo, ha?",,,"It is the NaaKahi clan that would arrive; and they would step on the village square, ha?",,,Vos 02R(Vos) 161,SN006423
XV009274,tio,"Beara kikira rara a kaakau teara, eara toro nata nio peana vaasau toro vehu ara.",,,"When we look after our cocoa trees, we must know which branches we must cut off.",,,Sii 41W 049,SN006425
XV009275,tio,A vehu matanaa na kamis kurus batana.,,,My eye socket hurts very much.,,,SiiSen 01W 827,SN006426
XV009276,tio,"Mean paa nomaa ven, vaan vai.",,,"An you have come here, to this village.",,,Hoa 01R 256,SN006427
XV009277,tio,"MM: Toro va'ante naona bona bao. Bean kona vo nomen, a bao tean a paku ven, a meha beera, a meha paku ven.",,,"It should fit the ‘bao’. If you know that, your ‘bao’ is made like this, one is big, the other one is like this.",,,Vaa Mah 01R 400,SN006428
XV009278,tio,MM: Aa. A tasu bara a viki ae a paku ven.,,,"Yes, the throw and swing and like this.",,,Vaa Mah 01R 425,SN006428
XV009279,tio,Busu bata ni ven tea suraa ore asi bata a usu.,,,Throw it here into the fire so that the louse burns.,,,Vae 01R 272,SN006429
XV009280,tio,"Ahiki he be Vaasiri sue vataaree ki bene keara teve venei, a moon teve na pakupaku mi nana bona enei.",,,Vaasiri did not frankly tell his brother that his wife treated him this way.,,,Sha 01RG 026,SN006431
XV009281,tio,"Eara na venevene, amaa hum bona he kikis vahaa maa.",,,"We were weak, those places had the power instead.",,,Sta 01R 077,SN006432
XV009282,tio,enaa kou na venevene rakaha bata nom,,,I myself was too weak (to carry my bags),,,Pur 02E(Eno) 098,SN006432
XV009283,tio,"A katoo vai a venuta. Na tei me nana bona maa sii vuri, o katoo ore paa venuta. Bea katoo venuta, ean saka antee haa nom tea koto ahe to sinoo teve. Enaa a kabobo na rake nom ta ani a katoo vai a venuta.",,,"The crab has changed its shell. The crab has its times when it shed its shell. When the crab has shed its shell, you cannot feel its bone when you bite it. I am toothless (and) like to eat a crab that has shed its shell.",,,Sii 47W 144-147,SN006433
XV009284,tio,"A goroto na ato riori tea kave, ei beori nao tea veo goroto.",,,"They get hold of the turtle with the net, that is when they go turtle netting.",,,Naph 01W 023,SN006434
XV009285,tio,"O hum busubusu ge veo goroto na tei ge vanata komana ni raara ei saka tea irihi haana, ahiki, amaa hum veo goroto toro kakaamuru to hiki nae o vasu. Beara busu gunaha nia kave en teo hum vasuvasu, a kave toro hana.",,,"The place where the net is thrown or where the turtle netting is done, it is, or we know, it is not at the edge of the reef, no, the places for turtle netting must be the white sand without stones. If we throw the net at a place full of stones, the net gets caught up there.",,,Eno 09W 011-013,SN006434
XV009286,tio,"meori paa tara bona bua tom sinana teo veoveo,",,,"and they saw the mother and her son on the village square,",,,Mat 01R 137,SN006435
XV009287,tio,A otei veraha vamataa vai bona komane toa.,,,The man now widely opens the chicken's stomach.,,,Joy 11W 022,SN006436
XV009288,tio,"Kopaa a koma ne toa, ean repaa veraha e.",,,"Cut the stomach of the chicken from the top to the bottom, then you spread it apart.",,,SiiSen 03W 286,SN006436
XV009289,tio,"Evehee mosi vakavara bona, mepaa veraha bene toa.",,,"When he finished cutting it, he spreads the rooster apart.",,,Pau 01R 024-025,SN006436
XV009290,tio,"A veraka a hena na meha bakubaku, a bakubaku bona na vaapeha vadoana me nana bona bakubaku vai to dao riori bona ramerame suvahi. A bakubaku vai na teitei bata koana rapana maa vasu. A bakubaku bona a venevene ge a karahu. Na anteee noman tea ato. Sa aniani vira haa ria tavaan evehee tea meha maa hum na ani riori.",,,"Veraka is the name of another shark, the shark is almost the same as the shark that is called ""ramerame suvahi"". This shark just stays near the stones. This shark is weak or lazy. You can touch it. The people don't eat it very much, but in some places they eat it.",,,Vaa 09W 416-423,SN006437
XV009291,tio,Beara kovata e tea nubunubu ore paa nin mataa kurus ei kou paa veraka vuru tea bon.,,,"When we roast it over the fire in the morning, it tastes very good because it has ripened overnight",,,Sii 17W 142,SN006438
XV009292,tio,Mea peha beiko paa osi maa bona baneo vai a veraka.,,,One child picked an overripe breadfruit.,,,"Jen 01R 061, rev by Ondria 2009",SN006438
XV009293,tio,"Eara pasi tara bata nom a maamihu kaku veresun, eara tara batara o veresun vai o mamaniga bara o aba vai o pereperee ae o veresun vai o paru.",,,"We will see all kinds of wild bananas, we see the rusty-brown wild banana and the green one and the black wild banana.",,,Sii 17W 004,SN006439
XV009294,tio,"O veresun na potee nana bono pauna, evehee sa nebaneba haa ni raara, na pura pinopino koana rasuu. Eve to kaakapa raara, are paa varoava e, are paa gono o urisi.",,,"The wild banana is like the banana, but we do not plant it. It just grows without any care in the bush. We remove its bark and then dry it in the sun and thus get the wild banana sheath ropes.",,,Sii 15W 189-190,SN006439
XV009295,tio,"O buaku o kaku veresun, o pereperee ae o gogooravi.",,,"There are two kinds of wild bananas, the green one and the red one.",,,Sii 15W 191,SN006439
XV009296,tio,Eara pasi verete rara a tao guu tea tauravi.,,,We will turn over the baking pork in the afternoon.,,,SiiSen 2005W 024,SN006440
XV009297,tio,Eam paa verete o sinivi.,,,You turn the canoe upside down.,,,Mor 04R 065,SN006440
XV009298,tio,Verete o koros tean.,,,Turn your dress inside out.,,,SiiSen 2013W 016,SN006440
XV009299,tio,Tea verete bono Bible vo teo koara vaa Teapu.,,,To translate the Bible into the Teop language.,,,Joy 14W 044,SN006442 ; SN006446
XV009300,tio,Tea paku vaha bana bono kos vaa tea verete koara.,,,To do again the course on translating.,,,Joy 14W 111,SN006443
XV009301,tio,O tapeako [...] to paa verete vaevuru mi ara bona overe.,,,The manioc [...] that we have already mixed with the coconut.,,,Hel 01RG 030,SN006444
XV009302,tio,"Rerau eori repaa verete bari mi bono pate pediri,",,,"Then they mix it with the bunch of pediri twigs,",,,Sii 39W 057,SN006444
XV009303,tio,"Kaana to verete roho e bona ruene vo tea wine (John 2: 1-11),",,,Kaana where he changed water into wine.,,,Sii Eno 01W 340,SN006445
XV009304,tio,"Meori koma ni bona bua sii kae tenam teo kasuana, meori vereverete sana bari.",,,"And they poured (the contents of) our two little bags onto the ground, and they turned them over and over many times.",,,Pur 02R(Pur) 050-051,SN006447
XV009305,tio,"""Eam o piipiku! Eam o vereverete sue"".",,,"""You are liers! You distort everything.""",,,Mah 13R 1084-1085,SN006448
XV009306,tio,Eam a kan bebeera o vereverete sue.,,,You chiefs are betrayers.,,,Mah 13E(Eno) 399,SN006448
XV009307,tio,A karee vai he a pereperee na teitei nana tea maa paka veve.,,,But the green centipede lives in the dried leaves.,,,Sir 01W 052,SN006449
XV009308,tio,Bara ma veve usu kanaa.,,,"Alright, come and search my head for lice.",,,Vae 01R 082,SN006451
XV009309,tio,O veveo na veveo riori bona maa nou vaa burihina ae komana maa inu.,,,With the broom they sweep the rubbish in the backyard and inside the house.,,,Joy 17W 111,SN006452 ; SN006453
XV009310,tio,"Nomaa are nao tea mosi pihae, are ma kahu amaa veveo teara. O veveo tenaa na ante nana bono dorana o pihae. O veveo o beera.",,,"Come, let's go to cut coconut fronds, and then scrape them to make our brooms. My broom needs four coconut fronds. The broom is big.""",,,Sii 16W 105-108,SN006452
XV009311,tio,A viagi na tara vamanin kurus nana komana mohina muu.,,,The viagi plants look beautiful in the taro garden.,,,Eno 19W 023,SN006454
XV009312,tio,"O viagoo mee na vaapeha vonaen teo biae bara o bibiae. Na rakoto batari teo vasu vai rapana irihi. Bean kapa a vasu, ean pa tara riori. O kehaa bona mee na nahunahu riori, eori repaa ani bona komano viagoo.",,,"The Great Green Turban is similar to the Commercial Trochus and the small bibiae trochus shell. They stick on the stones at the edge of the reef. When you lift a stone, you see them. This shellfish is cooked, and then they eat the inside of the Great Green Turban.",,,Sii 45W(Joy) 290-294,SN006455
XV009313,tio,O viakono o meho naono vaa rapana kasuana.,,,The viakono shrub is a plant near the beach.,,,Sii 17W 389,SN006456
XV009314,tio,O taporohi teo naono viakono o sii kasikasiree.,,,The flowers of the viakono plant are yellowish.,,,Sii 17W 394,SN006456
XV009315,tio,Mepaa viana kanaa bona moon vai to vahio nom naa.,,,"And he chose this wife for me, that I am married to.",,,Rum 01E(Joy) 085,SN006457
XV009316,tio,"Tea 1955, meori paa viana anaa tea kiu Aita.",,,"In 1955, they chose me to work in Aita.",,,Mor 01E(Joy) 099,SN006457
XV009317,tio,"eori he viana pete anaa, enaa re senior pasta kiri a ta Central area.",,,when they also selected me to be senior pastor for the people of the Central area.,,,Rum 01E(Joy) 112,SN006457
XV009318,tio,A kara korisi na vigo nana bona kaakau.,,,The korisi-vine curled around the cocoa trees,,,SiiSen 01W 837,SN006459
XV009319,tio,"A vigogiri a sii kuruu vai to tei batana komana tahii. A sii kuruu bona na ani batana bona maa nou vai to tei batana tea uraan. A vigogiri a rahirahi kakaavoo bara rahirahi paru mee. A vigogiri na tei batana rapana kasuana, ahiki be tei namana.",,,"The vigogiri is a little snake that stays in the sea. This little snake eats the rubbish that is in the sea rubbish. The vigogiri has white and also black stripes. The vigogiri stays near the beach, it does not stay in the deep ocean.",,,Eno 11W 247-251,SN006461
XV009320,tio,A vigogiri o peho kaku taba to potee nana bona karebahu.,,,The vigogiri is a kind of animal that is like the karebahu moray.,,,Eno 11W 253,SN006461
XV009321,tio,A vigogiri na vuravurahe bata raara tea maa hum kakaamuru. Na poopopo batari paano kasuana.,,,The vigogiri is found in places with white sand. They live underground.,,,Eno 11W 255-256,SN006461
XV009322,tio,Menam paa vigu a sikuuru teebona.,,,And we build a school there.,,,Tav 01E(Joy) 080,SN006462
XV009323,tio,A inu to vigu riori bona boon a kikis kurus.,,,The house that is built from mangrove wood is very strong.,,,Sii 22W 004,SN006462
XV009324,tio,"O atovo o mataa, a haihai teve a beera sana en teara to vigu inu ni rara o atovo.",,,"The sago palm is good, its help is very big for us who use the sago palm for building houses.",,,Sii Joy 03W 054,SN006463
XV009325,tio,Na vigu inu ni riori bara na paku riori bona varu toraaraa.,,,It is used for building houses and making the handles of axes. (i.e. the tree called kosiai),,,Aro Sha Joy 01W 078,SN006463
XV009326,tio,"A tobara na viguvigu ge na pakupaku raara bona maa taba vaa rasuu vai,",,,"The tobara, we build or make it from these things from the bush:",,,Eno 06W 007,SN006465
XV009327,tio,"Eam o viguvigu inu papahiana, eam o korokoro sinivi, eam o vagavagana.",,,"You build houses by yourselves, you carve canoes, you go fishing.",,,Mah 04R(Sao) 033,SN006465
XV009328,tio,O kuiraa o meho naono to vigivigu inu ni raara.,,,The kwila is a tree that we use for building houses.,,,Sii 17W 233,SN006466
XV009329,tio,"Tea vihi na toopei na tei me nana bono hum kasikasiree, o hum bona na kakaniva potee nana bono reesaa.",,,"On its tail the unicorn fish has a yellow part, this part is as sharp as a razor.",,,Sii 42W 114-115,SN006468
XV009330,tio,A ipaava a tatabonata na tei me nana bono vihi ae o toutou tea vihinae.,,,"The stingray is broad, it has a tail and stingers on its tail.",,,Vaa 09W 147,SN006468
XV009331,tio,"Vihiasi a sii tatabonata na teitei batana rapana namana bara tea maa kopua mee. A iana bona a maramara paru, evehee a vihi kakaavoo. Na teitei batana paana maa vasu mee, na aniani nana bono kasuana ae amaa meha sii vahara taba vaarii to tara bata rinae komana tahii to antee nae tea ani.",,,"The broad vihiasi stays near the ocean and in the lagoons. The fish is blackish, but it has a white tail. It stays under the stones, eats the sand and the other little animals that it sees in the sea and that it can eat.",,,Vaa 09W 425-430,SN006469
XV009332,tio,E keara beera te iaa a vihira roho.,,,Mum's elder sister was infertile (now dead for a long time).,,,Primer 05W:5b,SN006471
XV009333,tio,O vihivihii na vihii amanam enam he tea sisibu tahii nanava.,,,The jellyfish stung us while we were swimming in the sea yesterday.,,,SiiSen 02W 130,SN006472
XV009334,tio,E Materua he an vakavara bono meho kurina mepaa vihu bono peho moona,,,"Materua, however, had eaten the other arm and now took one of the legs off.",,,Aro 06E(Eno) 058-059,SN006474
XV009335,tio,Ei beara vihu vahaa o suunano.,,,"That is, if we take the suunano title back.",,,Kae 03R(Sao) 210,SN006474
XV009336,tio,"Havee ta vihu hena, ean repaa vaapahana vahaa kie bona o hena teori tea vuaba.",,,"Well - as for the 'vihu hena' (removal of the names), you transfer the name to the child, that is, their clan's name.",,,Mah Loa Vaa 01R(Loa) 017,SN006475
XV009337,tio,"Ore paa vihu kahi bana bono tatasu,",,,Then he removes (the manioc) again from the pestle.,,,Jan 04W 076,SN006476
XV009338,tio,Vihu kahi bona kae rau varavaranae.,,,Take that bag off his shoulders,,,SiiSen 01W 957,SN006476
XV009339,tio,"Be kavara, ean paa kaku e toa, vihuvihu amaa humhum ne toa.",,,"After that you cut up the chicken, cutting off the parts of the chicken (wings, legs, neck and tail).",,,Joy 02W 011,SN006477
XV009340,tio,A otei matatopo vai tea vihuvihu bene toa.,,,The man is ready to cut off parts of the chicken.,,,Joy 11W 033,SN006477
XV009341,tio,Evehee e keara teve paa vihuvihu vaevuru maa bona maa naovana.,,,But his brother had already taken the birds away.,,,Mom 01E(Joy) 059,SN006477
XV009342,tio,vii vatopo bana ni tea veoveo.,,,"(Motaasun saw it and she went,) again stuck herself in the (ground of the) village square.",,,Aro 04R 142,SN006478
XV009343,tio,"Rerau viibuhu vai nao, abana nomaa vai teo piuvu.",,,"Then they send invitation, the people then come to perform the traditional dance.",,,Bua 02R 028,SN006480
XV009344,tio,"Beori viibuhu mau vuan, ean toro nao ean re mee mae.",,,"If they invite you, you must go and bring the person to go with you.",,,Kae 03R(Kae) 282,SN006480
XV009345,tio,Orepaa viibuhu ri nao bono vaagum piuvu vaa tea meha vaan orepaa vaapipiuvu.,,,Then they invite the piuvu dance group from the other village and they dance the piuvu dance.,,,VaaSen 01W 511,SN006480
XV009346,tio,Amaa viibuhu kahi nao tea maamihu vaan.,,,The invitations will go to all villages.,,,San 03R 077,SN006481
XV009347,tio,"teo viibuhu na paku rori bona postaono,",,,for the invitation they make the postaono,,,Daa 02R 221,SN006481
XV009348,tio,"O tovu vai o viinagana o ogana teve o beera. O tovu bona mee o hunhunuana kurusu. O kapa teo tovu bona na rahirahi pereperee, gogooravi bara kakaavoo batana. Enaa na rake nom tea mete o tovu bona.",,,"The viinagana sugar cane has a big soft inside. This sugarcane is also very juicy. The skin of this sugar cane has green, red and white stripes. I like to suck this sugarcane.",,,Sii 48W 042-045,SN006482
XV009349,tio,A viipana a voi vai a puara. Na purapura pinopino batana komana maa rasuu. A voi bona a koma kakaavoo kurusu. A kapa nae na maramarabi. A voi bona a vakunakuna vaberobero. A viipana a aniani a nini mataa kurusu.,,,The viipana is a wild yam. It grows everywhere without care in the forests. This yam has a very white inside. Its skin is brownish. This yam has many tubers. The edible viipana yam has a very good taste.,,,Aro Sha Joy 01W 152-158,SN006483
XV009350,tio,"Arovi: Ahiki vahaa ta tabaan, a viipana koa to an bata nom nam, o viipana kou o voi vaa tea rasuu.",,,"There was not any food, it was just wild yam what we ate, wild yams are the yams of the jungle.",,,Eno Aro 01E 027,SN006483
XV009351,tio,"A tavaan paa nao vuru tea viipiri oi Kovanis, tau rake ta guu mene a tapihuvu vaa vaan teori Teabes.",,,"The people of the village went to purchase a pig over there at Kovanis, they want a pig for the traditional dance and feast of their village Teabes.",,,SiiSen 01W 843,SN006485
XV009352,tio,"A viipiri, a von guu teara bean von nao nom e guu bono kara kuriri.",,,"Viipiri, it is when we buy a pig (lit. is our pig buying), when you pay the pig with shell money.",,,Mah 02R 165,SN006485 ; SN006543
XV009353,tio,"Viivihu amaa kakarusu ne guu, are moomono vaavahae mene an teara.",,,"Cut off the claws of the pig, we'll wrap them up separately to eat them.",,,SiiSen 01W 162,SN006486
XV009354,tio,Viiivihu e toa.,,,Cut up the chicken.,,,SiiSen 2013W 014,SN006486
XV009355,tio,Hm. Ei tea vaasusu nia maa sii viivin ve.,,,Hm. This is to learn to weave mats.,,,Vos 01R(Vos) 143,SN006487
XV009356,tio,Evehee na garu viivira koana.,,,But he was just vigorously shaking.,,,Val 02R 066,SN006488
XV009357,tio,"Viki nao, eori re tara maa.",,,Throw a hand in the air so that they will look this way.,,,SiiSen 03W 289,SN006489
XV009358,tio,"eara repaa viki bata koa ni naora a kanono to kisi ni raara a nasi,",,,"then we shake the string to which we have tied the hook,",,,Eno 16W 100,SN006492
XV009359,tio,A ta naono na vikiviki ni riori.,,,They wave the piece of wood.,,,San 03R 102,SN006493
XV009360,tio,"Parata a buaku a kuriman tea ato o buo punete ravarava, ean repaa vikiviki nie.",,,"Open your two arms while holding two edges of the sarong, then wave it.",,,fieldnotes 2014 007,SN006493
XV009361,tio,"(1) Vin rori bona bonaa, mene dee tahii, beori nao tea vagana tea masi tea hovuhovu iobo.",,,"(1) They plait the fishing basket for taking it to the sea, when they go fishing on the reef to gather sea-sausages.",,,Joy 17W 101-102,SN006494
XV009362,tio,A kavara na maa moon kurus paa vin bona maata.,,,All the women wove mats.,,,Iar 01R 481,SN006494
XV009363,tio,murinae enam repaa vaasusu tea vin vonaha gea kunakuna,,,afterwards we taught plaiting mats or sewing,,,Nan 01E(Joy) 060,SN006494 ; SN006557
XV009364,tio,"Be raka, are paa rigunue, matatopo vaa tea vin maata.",,,"When it is dry, we roll it up, preparing for weaving mats. (i.e. the strip made of a black wild banana-sheath)",,,Sii 24W 058,SN006496
XV009365,tio,O vinagana o tovu o nava beera kurus.,,,The vinagana is a sugar cane with very big sections between its knots.,,,Sii 47W 059,SN006499
XV009366,tio,A beiko vai a vinaoku. Saka sipoana haa rohori. A beiko bona me kou ahiki ta tamanae.,,,That child is a bastard. They have not performed the vaasipoana ceremony (on him). That child has no father (lit. there is not his father).,,,SiiSen 01W 849,SN006500
XV009367,tio,"Beori vinugu vakavara bona kanono, eori repaa taneo tea huha bona kave goroto.",,,"After they finished twisting the string, they will start to tie the turtle net.",,,Sii Joy 05W 025-026,SN006502
XV009368,tio,Enam na vaasusu nom tea vinvin maata.,,,We are learning to weave mats.,,,SiiSen 01W 844,SN006503
XV009369,tio,Ere Nara koa to vinvin hoi rori.,,,Only Nara and her friends are plaiting baskets.,,,SiiSen 01W 845,SN006503
XV009370,tio,Sovee meam goe nom tea vinvin maata ge hoi mene vaavon.,,,Why don't you weave mats and baskets to sell?,,,SiiSen 01W 846,SN006503
XV009371,tio,O vioga na tara vaavaha kahi nana bono are suuna ae o are. O kapa no vioga o gogooravi. O gosi nae na paku bata riori bona maa aito.,,,The vioga looks different from the genuine betelnut palm or the betelnut. The bark of the vioga palm is red. From the first leaves of the vioga we make medicine.,,,Sii 15W 198-199,SN006504
XV009372,tio,evehee sa mataa vira haa,,,"... but (they) are not very good, at all.",,,Sii 06E(Joy) 040,SN006505
XV009373,tio,"Ean paa kari mau anaa vaan tenaa, mean sa mataa haana bean ma ganigani vira vaha ni kanaa ei, -",,,"You have brought me here from my village, and you would not be good if you came (and) chased me now back again, -",,,Vae 01R 353-357,SN006505
XV009374,tio,"enam na pahana, a ruene he sa kikis vira haana,",,,"we crossed, but the river was not very strong",,,Vaa Mah 09R 182,SN006505
XV009375,tio,A atoa mee na vigo vira ni bona kaakau teara.,,,The (creeping plant called) atoa also spiraled very much around our cocoa.,,,SiiSen 01W 001,SN006506
XV009376,tio,"Enaa sa mararae vira haa ni nom a hanana to moroko vai amaa kan visoas, maahura.",,,"I am not very happy with the way groups of young men, young women speak.",,,Pur 02R(Pur) 273-274,SN006506
XV009377,tio,na nao nao mepaa vira ni bona kave teve.,,,"went there, and threw out his net",,,Tah 05R 013-015,SN006507
XV009378,tio,"Na nao, mepaa vira ni bona kave teve,",,,"(He) went and threw out his net,",,,Tah 05E(Joy) 011,SN006507
XV009379,tio,Meve paa vanavana viravira bata bona iana.,,,And he shot lots of fish,,,Mor 02R 019,SN006508
XV009380,tio,"A moon he tara koa voen, mepaa tamaka viravira kurusu.",,,"When the woman saw this, (she) became very sad.",,,Ata 01E(Eno) 090-091,SN006508
XV009381,tio,"Be raka vamataa, ean repaa viru a kanono tean.",,,"When they (the fibres of kave vines) have dried up well, you roll up your string.",,,Naph 03W 047,SN006509
